step,name,erank,E16,dW_relnorm,R,PR_Sigma,PR_Omega,module
548,model.layers.12.self_attn.o_proj,14.283075332641602,0.8603324890136719,0.0015143961645662785,1.3065732131583812,56.60181730298285,399.68589584296376,self_attn.o_proj
548,model.layers.12.mlp.gate_proj,19.382266998291016,0.8282366991043091,0.0012176955351606011,1.3178418999511519,169.7792297469264,429.88968017626974,mlp.gate_proj
548,model.layers.12.mlp.up_proj,17.879812240600586,0.8350487947463989,0.0012248704442754388,1.3674022597753488,169.7792297469264,387.165732485277,mlp.up_proj
548,model.layers.12.mlp.down_proj,17.5065860748291,0.8338620662689209,0.0013127870624884963,1.6716229707782084,343.88390868131165,388.31295891362157,mlp.down_proj
548,model.layers.23.self_attn.q_proj,11.877486228942871,0.868440568447113,0.001702553709037602,2.602162311638658,115.1019514972756,32.61920320723172,self_attn.q_proj
548,model.layers.23.self_attn.k_proj,16.214696884155273,0.8341742157936096,0.0017831878503784537,3.567630763478158,115.1019514972756,35.396081279541654,self_attn.k_proj
548,model.layers.23.self_attn.v_proj,5.727912902832031,0.9450401067733765,0.0011257881997153163,3.7310903018523573,115.1019514972756,49.593983301185496,self_attn.v_proj
548,model.layers.23.self_attn.o_proj,3.968111038208008,0.9517218470573425,0.001166580361314118,0.40117186001244703,16.98071356211186,224.89864190399032,self_attn.o_proj
548,model.layers.23.mlp.gate_proj,10.311603546142578,0.8567206263542175,0.0009870179928839207,1.2433427286226597,110.20432559819854,363.1803672623328,mlp.gate_proj
548,model.layers.23.mlp.up_proj,12.894318580627441,0.8351172208786011,0.0008769797859713435,1.7609201498022478,110.20432559819854,34.59852817863867,mlp.up_proj
548,model.layers.23.mlp.down_proj,10.325425148010254,0.8834959268569946,0.0010981964878737926,0.9154381111343161,14.473879258533394,90.52423421767304,mlp.down_proj
813,model.layers.0.self_attn.q_proj,6.070663928985596,0.9543343782424927,0.001187741057947278,1.142914445469528,1.484603215186473,4.208773961163658,self_attn.q_proj
813,model.layers.0.self_attn.k_proj,5.4413018226623535,0.9589219093322754,0.0018512614769861102,1.17963516075654,1.484603215186473,4.874693624828902,self_attn.k_proj
813,model.layers.0.self_attn.v_proj,5.812187671661377,0.9647815227508545,0.005755486432462931,1.1796505946438254,1.484603215186473,37.28465731678607,self_attn.v_proj
813,model.layers.0.self_attn.o_proj,4.1911115646362305,0.9696366190910339,0.006455561146140099,0.7051584488356071,6.733242142192024,26.060166999512195,self_attn.o_proj
813,model.layers.0.mlp.gate_proj,3.853386163711548,0.9620188474655151,0.001666678232140839,0.713469918252173,40.215924549767074,31.49867132292519,mlp.gate_proj
813,model.layers.0.mlp.up_proj,4.159016132354736,0.9594523906707764,0.0016706527676433325,0.7033111677164238,40.215924549767074,35.04667574266791,mlp.up_proj
813,model.layers.0.mlp.down_proj,8.192452430725098,0.9174360036849976,0.0013950163265690207,0.9132317173838139,13.419928230153213,58.81565527616348,mlp.down_proj
813,model.layers.12.self_attn.q_proj,20.427669525146484,0.8093433976173401,0.0011328612454235554,1.0475825032461983,25.85379858021316,38.3522185576278,self_attn.q_proj
813,model.layers.12.self_attn.k_proj,24.62344741821289,0.7767248153686523,0.00115746702067554,0.8827042871085438,25.85379858021316,32.30970440656716,self_attn.k_proj
813,model.layers.12.self_attn.v_proj,14.697422981262207,0.8419368863105774,0.0014296923764050007,0.8277274967659883,25.85379858021316,21.862339932595987,self_attn.v_proj
813,model.layers.12.self_attn.o_proj,15.244762420654297,0.8496545553207397,0.0015816019149497151,1.0729014091889586,55.9280497406175,407.0971023434441,self_attn.o_proj
813,model.layers.12.mlp.gate_proj,20.039602279663086,0.8204827308654785,0.0012717859353870153,0.9838679794829207,169.79684180813305,392.234232808972,mlp.gate_proj
813,model.layers.12.mlp.up_proj,18.599023818969727,0.8268965482711792,0.0012771617621183395,1.009185535937955,169.79684180813305,424.1858496520447,mlp.up_proj
813,model.layers.12.mlp.down_proj,18.43619155883789,0.8238645792007446,0.0013646308798342943,1.0110857062513934,349.7120236352793,423.9243161459969,mlp.down_proj
813,model.layers.23.self_attn.q_proj,13.141928672790527,0.8519715666770935,0.0017827452393248677,0.856839877567741,115.36972046492411,36.13767638660645,self_attn.q_proj
813,model.layers.23.self_attn.k_proj,17.50275993347168,0.821439266204834,0.001867324230261147,2.836276760435011,115.36972046492411,37.53487643809472,self_attn.k_proj
813,model.layers.23.self_attn.v_proj,6.066183090209961,0.9379650950431824,0.001167028327472508,3.392579384857222,115.36972046492411,52.916028272241874,self_attn.v_proj
813,model.layers.23.self_attn.o_proj,4.270334720611572,0.9445080757141113,0.0012077447026968002,0.2264858097150098,17.14965672060482,238.61699507118482,self_attn.o_proj
813,model.layers.23.mlp.gate_proj,11.33548641204834,0.8411301374435425,0.001058305730111897,0.8264447580215749,110.03441094341319,369.36708217261395,mlp.gate_proj
813,model.layers.23.mlp.up_proj,14.139172554016113,0.8171949982643127,0.0009422297589480877,0.855360357598238,110.03441094341319,35.36900890899339,mlp.up_proj
813,model.layers.23.mlp.down_proj,11.38172435760498,0.8686662316322327,0.0011587463086470962,0.8122565665673546,14.596174235064737,91.88574350346504,mlp.down_proj
